1347	husband	남편 
1348	dedicate	1. 헌신하다, 전념하다 2. 바치다, 헌정하다 
1349	pool	1. 수영장 2. 웅덩이, 못 3. 공동으로 이용하는 물자 
1350	internal	1. 내부의, 내재된 2. 내면의 
1351	quarter	1. 사분의 일 2. 25센트 3. 사분기 4. 구역 
1352	root	1. 근원, 뿌리 2. 핵심 3. 기원 
1353	candidate	1. 후보(자), 지원자 2. ~가 될 가능성이 있는 사람 
1354	wave	1. 파도, 물결 2. 파동, 파장 
1355	mental	1. 정신(의) 2. 마음의 
1356	motor	1. 자동차의 엔진, 모터 2. 운동(신경)의 
1357	wash	1. 씻다 2. 세척, 세탁하다 3. 휩쓸다 
1358	invite	1. 초대/초청하다 2. 청하다, 권하다 3. 자초하다 
1359	meal	식사, 끼니, 한끼 
1360	reward	1. 보상 2. 보상금, 사례금 3. 보상하다, 보답하다 
1361	cat	고양이 
1362	athlete	운동선수 
1363	cloud	1. 구름 2. 먹구름, 그림자 
1364	fruit	1. 과일 2. 열매 3. 성과, 결실 
1365	appeal	1. 감동시키다, 매력적으로 다가오다 2. 항소 3. 호소 
1366	hire	1. 고용하다 2. 빌리다 
1367	asset	자산, 재산, 가치 있는 것 
1368	arrange	1. 주선하다 2. (시간을)조율하다 3. 정리하다 4. 편곡하다 
1369	appointment	1. 약속 2. 예약 3. 임명 4. 직책 
1370	waste	1. 쓰레기, 폐기물 2. 낭비, 허비하다 3. 쇠약해지다 
1371	detect	1. 발견하다 2. 탐지하다 3. 감지하다 
1372	talent	1. 인재 2. 재주, 재능 
1373	spread	1. 확산하다 2. 펼치다 3. 나누다, 분산하다 
1374	infection	감염 
1375	magic	1. 마법, 마술 2. 매력 
1376	duty	1. 의무, 임무 2. 업무 3. 세금, 관세 
1377	repair	1. 수리, 수선 2. 바로잡다 
1378	initiate	1. 시작하다 2. 착수하다 
1379	trend	추세, 동향, 유행 
1380	faith	1. 신뢰, 믿음 2. 신앙심 
1381	willing	1. 할 의지가 있는 2. 자발적인 
1382	highlight	1. 강조하다 2. 주목하다 
1383	study	1. 공부하다 2. 연구, 조사 
1384	peace	1. 평화, 강화 2. 화평, 화목 
1385	creature	생물, 생명체 
1386	quote	1. 인용(하다) 2. 옮기다 3. 시세를 매기다 4. 견적 가격 
1387	intend	1. 의도하다 2. 뜻하다 
1388	modify	1. 수정, 변경하다 2. 수식하다 
1389	port	1. 항구(도시), 항만 2. (선박 또는 항공기의)좌측 
1390	billion	10억 
1391	kit	장비 세트, 키트 
1392	clothes	옷, 의류 
1393	god	1. 신 2. 하느님 
1394	kitchen	부엌, 주방 
1395	electronic	전자의 
1396	warning	경고(문), 주의 
1397	bright	1. 환한, 밝은 2. 머리가 좋은, 영리한 3. 유망한 
1398	flat	1. 납작한, 평편한 2. 아파트 
1399	tire	1. 피로하게 하다 2. 피곤해지다 3. 타이어 
1400	symptom	1. 증상, 증후 2. 조짐 
1401	shift	1. 옮기다 2. 변화(하다) 
1402	medicine	1. 약 2. 의술, 의학 
1403	union	1. 노동조합 2. 연합, 합동 
1404	honest	솔직한, 정직한 
1405	hall	1. 복도 2. 현관 3. 넓은 방, 공간 
1406	gear	1. 도구, 장비 2. 준비하다 3. 기어 
1407	awesome	멋있는, 어마어마한 
1408	tank	1. (물) 탱크 2. 저장하다 3. (군사) 탱크 4. 급락하다 
1409	united	통합한, 결합한 
1410	smooth	부드러운, 매끄러운 
1411	conversation	대화, 담화, 회화 
1412	entertain	1. 즐겁게 하다, 접대하다 2. 고려하다, 마음에 품다 
1413	browse	훑어보다, 검색하다 
1414	boat	배, 보트 
1415	adapt	적응하다, 조정하다 
1416	signal	신호, 통신 
1417	fashion	1. 패션, 유행 2. 하는 방식 
1418	flower	꽃(을 피우다) 
1419	lord	1. 왕 2. 하느님 3. 귀족, 경 
1420	math	수학, 수리 
1421	smoke	1. 연기 2. 담배를 피우다, 흡연하다 
1422	chapter	(책의) 장, 편 
1423	lesson	1. 수업, 교육 2. 교훈 
1424	museum	박물관, 미술관 
1425	approximately	대체로, 대략 
1426	lab	연구실, 실험실 
1427	cast	1. 배역 2. 투표하다 3. 던지다, 쏟다, 투영하다 
1428	estate	재산, 사유지 
1429	surgery	수술 
1430	convenient	편리한, 간편한 
1431	adopt	1. 입양하다 2. 채택하다 
1432	substance	1. 물질 2. 실체, 본질 
1433	manual	1. 안내책자 2. 손으로 하는 
1434	stone	돌 
1435	consist	1. ~로 구성되어 있다. 2. ~에 존재하다 3 ~와 일치하다 
1436	cable	1. 케이블 2. 전선, 굵은 철제 밧줄 
1437	output	생산, 출력 
1438	female	여성의, 여자의 
1439	diagnose	진단하다 
1440	retirement	은퇴, 퇴직 
1441	collaboration	협력, 공동 
1442	foreign	1. 외국의 2. 이질적인 
1443	cent	센트 (1달러의 100분의 1) 
1444	thread	1. 실 2. 실로 꾀다 
1445	weak	약한, 힘없는 
1446	trouble	문제, 어려움 
1447	guarantee	보장(하다), 보증(하다) 
1448	sing	노래하다 
1449	seed	씨, 씨앗, 종자 
1450	magazine	잡지 
1451	bottle	1. 병 2. 병에 담다 
1452	predict	예언하다, 예측하다 
1453	transform	변형시키다, 바꾸다 
1454	sustain	버티다, 지지하다 
1455	episode	1. 사건 2. ~회 
1456	football	축구 
1457	capacity	1. 용량, 수용력 2. 능력, 역량 
1458	minor	1. 작은, 가벼운 2. 미성년자 
1459	string	끈, 줄 
1460	shoe	신발(한 짝) 
1461	experiment	1. 실험, 시도 2. 실험하다 
1462	universe	우주, 세계 
1463	transition	변화, 전환 
1464	suspect	1. (맞다고) 의심하다, 의혹을 갖다 2. 피의자 3. 의심스러운 
1465	net	1. 그물, 네트 2. 순, 최종의 
1466	nutrition	영양 
1467	weapon	무기 
1468	pet	애완동물 
1469	compliance	준수(하다), 응낙(하다) 
1470	stream	하천, 개울 
1471	flavor	1. 맛, 향미 2. 조미료 
1472	restrict	제한하다, 한정하다 
1473	transaction	거래, 매매 
1474	tight	1. 꽉 끼는 2. 빠듯한, 빈틈없는 
1475	passion	열정, 격정 
1476	doubt	의심(하다), 의문(을 가지다) 
1477	pursue	추구하다, 추진하다 
1478	plate	접시, 그릇 
1479	evolve	진화하다, 발달하다 
1480	tag	1. 꼬리표(를 달다) 2. 붙어 다니다 
1481	bathroom	화장실 
1482	backpack	가방, 배낭 
1483	motorcycle	오토바이 
1484	journey	여행, 여정 
1485	scholarship	장학금 
1486	smart	1. 똑똑한 2. 맵시 좋은 
1487	subscribe	구독하다, 가입하다, 응모하다 
1488	joint	1. 공동의, 합동의 2. 관절 
1489	none	아무도 ~없다, 아무도 ~않다 
1490	adventure	모험, 도전 
1491	virtual	1. 사실상의 2. 가상의, 인터넷의 
1492	audio	음성의, 녹음의 
1493	lift	1. 들어 올리다 2. 높아지다, 들리다 
1494	violence	폭력, 범죄 
1495	evening	저녁, 해질녘 
1496	citizen	시민, 국민 
1497	revenue	1. 매출, 수입 2. 세입 
1498	egg	달걀, 알 
1499	refund	1. 환불(하다) 2. 환불 금액 
1500	mass	1. 대량의 2. 대중의 3. (형체가 없는) 덩어리 
1501	principle	원칙, 법칙 
1502	gather	모으다, 수집하다 
1503	ingredient	재료, 성분 
1504	sugar	설탕, 당분 
1505	justice	정의, 공평성 
1506	constitution	1. 헌법 2. 구성, 구조 
1507	bind	1. 구속하다, 속박하다 2. 묶다 
1508	prayer	기도, 기원 
1509	drama	드라마, 연극 
1510	theater	극장, 영화관 
1511	zone	지역, 구역 
1512	army	군대, 육군 
1513	mistake	1. 실수, 잘못 2. 오인하다, 오해하다 
1514	debt	빚, 부채 
1515	hill	언덕, 작은 산 
1516	eligible	(선출될) 자격이 있는, 적임의 
1517	festival	축제, 행사, 페스티벌 
1518	victim	희생자, 피해자 
1519	species	종, 종류 
1520	input	입력, 투입 
1521	remind	상기시키다, 생각나게 하다 
1522	nor	~도 또한 아니다, ~도 ~않다 
1523	intense	강렬한, 강한 
1524	gene	유전자 
1525	bridge	1. 다리 2. ~사이에 다리를 놓다 
1526	exhibit	1. 전시하다 2. 전시회 
1527	intention	의지, 의사 
1528	relax	휴식을 취하다, 쉬다 
1529	chain	1. 사슬, 쇠줄 2. 체인점 
1530	sector	1. 부문, 분야 2. 업종 
1531	forum	포럼, 회의, 토론회 
1532	visible	가시의, 보이는 
1533	leaf	1. (나뭇)잎 2. 넘기다 
1534	versus	~대, 상대하다 
1535	diverse	다양한, 여러가지의 
1536	craft	1. 공예 2. 만들다 
1537	expense	비용, 지출 
1538	thick	두꺼운, 굵은 
1539	royal	왕실의, 왕족의 
1540	protein	단백질 
1541	instrument	1. 악기 2. 도구, 기구 
1542	terminal	1. 끝의, 종점의, 말기의 2. (공항) 터미널 
1543	tough	1. 힘든, 어려운 2. 강한 
1544	chair	1. 의자 2. 의장 
1545	male	남성의, 수컷의 
1546	comprehensive	1. 종합적인, 포괄적인 2. 이해가 빠른 
1547	wild	1. 야생의 2. 거친, 야만적인 
1548	enemy	적, 원수 
1549	pure	1. 순수한 2. 완전한 
1550	abuse	1. 학대하다 2. 남용하다 
1551	professor	1. 교수, 선생 2. 박사 
1552	module	모듈, (구성) 단위 
1553	sheet	판, 시트 
1554	icon	1. (컴퓨터의) 아이콘, 상징 2. 존경받는 인물 
1555	kick	(발로) 차다 
1556	donate	기부하다, 기증하다 
1557	bowl	1. 사발, 접시 2. 볼링 
1558	minister	1. 장관, 각료 2. 성직자, 목사 
1559	formula	공식, 법식, 형식 
1560	familiar	익숙한, 친숙한 
1561	prison	1. 교도소, 감옥 2. 투옥하다 
1562	boot	1. 부츠, 장화 2. 부팅하다 
1563	restore	복원하다, 회복하다 
1564	bay	만(灣) 
1565	acid	1. 산 2. 신맛(이 있는) 
1566	boost	북돋우다, 증가하다 
1567	incident	사건, 사고 
1568	blow	1. 불다 2. 타격 
1569	sight	1. 시력 2. 광경 
1570	row	1. 줄 2. (노를 써서) 배를 젓다 
1571	favor	1. 부탁 2. 호의, 친절 3. 이익, 유리함 
1572	angle	1. 각도 2. 모서리 
1573	occupy	점령하다, 차지하다, 거주하다 
1574	slide	1. 미끄러지다 2. 하락하다 3. 미끄럼틀 
1575	coordinate	1. 조정하다, 조직화하다 2. 좌표 
1576	chemical	1. 화학물질 2. 화학의 
1577	steel	강철, 스틸 
1578	convention	1. 관습, 관례 2. 협약, 약속 사항 
1579	freeze	냉동하다, 얼리다 
1580	fellow	1. 동료, 동지 2. 녀석, 친구 
1581	confuse	1. 혼동하다 2. 혼란 시키다 
1582	apparently	1. 듣자 하니, 겉보기에는 2. 분명히, 명백히 
1583	indeed	1. 정말로, 확실히 2. 그뿐 아니라 
1584	offensive	불쾌한, 무례한, 공격적인 
1585	generation	세대 
1586	medium	1. 매개체 2. 중앙값 
1587	coat	1. 코트, 외투 2. 칠하다 
1588	intelligence	1. 지능, 지성 2. 정보 
1589	bake	(음식을) 굽다 
1590	tone	어조, 말투 
1591	motivate	동기를 주다, 자극하다 
1592	cap	1. 모자 2. 뚜껑 
1593	translate	번역하다, 해석하다 
1594	comic	희극의, 우스꽝스러운 
1595	trick	1. 묘기, 속임수 2. 속이다 
1596	democratic	민주적인, 민주주의의 
1597	accident	사고, 재난 
1598	bird	새, 조류 
1599	hate	몹시 싫어하다, 미워하다 
1600	hunt	1. 사냥하다 2. 추적하다 
1601	remote	1. 외진, 외딴 2. 원격의 
1602	native	1. 출생의, 토착의 2. 원주민의 
1603	pitch	1. 투구하다, 던지다 2. 음색 3. (천막을) 치다 
1604	column	1. 기둥 2. 열, 세로줄 3. 신문기고 
1605	stretch	1. 기지개를 켜다, 스트레칭하다 2. 잡아당기다, 늘리다 
1606	graphic	1. 사실적인, 생생한 2. 도표의 3. 시각예술, 그래픽 
1607	self	자기 자신, 본인 
1608	retain	유지하다, 간직하다 
1609	seal	1. 봉인(하다) 2. 물개 
1610	possession	재산, 소유물 
1611	upper	위의, 상부의 
1612	phase	단계 
1613	twice	두 번 
1614	bin	상자 
1615	civilize	문명화 하다 
1616	republican	1. 공화당원 2. 공화당의 
1617	concentration	1. 집중 2. 수용소 
1618	accommodate	1. (손님 등을) 수용하다 2. (남의 의견 등을) 수용하다 
1619	birth	탄생, 출생 
1620	blend	1. 섞다, 융화하다 2. 혼합물 
1621	sponsor	1. 후원자 2. 후원하다 
1622	sister	1. 여동생 2. 언니 3. 누나 4. 자매 
1623	wrap	포장하다, 싸다 
1624	discount	할인(하다) 
1625	transmit	1. 전송하다, 발송하다 2. 전염시키다 
1626	eliminate	제거하다, 삭제하다, 탈락시키다 
1627	forest	삼림, 숲 
1628	salt	소금 
1629	recruit	모집하다, 채용하다 
1630	broad	넓은, 광대한 
1631	heal	1. (병, 상처를)낫게 하다 2. 치유되다 
1632	severe	심각한, 엄숙한 
1633	disk	1. 원반 모양 2. 원반 레코드 
1634	dynamic	동적인, 힘찬 
1635	crowd	군중, 관객 
1636	proud	1. 자랑스러운 2. 거만한 
1637	legislation	1.법안 2. 입법 
1638	pregnancy	임신 
1639	tow	끌다, 견인하다 
1640	chicken	닭 
1641	prime	1. 가장 중요한 2. 전성기 
1642	bug	1. 벌레, 곤충 2. 오류, 버그 3. 괴롭히다 
1643	soul	영혼, 정신 
1644	milk	1. 우유 2. 젖을 짜다 
1645	pound	1. 난타하다, 두드리다 2. 영국의 화폐 단위 3. 무게단위(lb) 
1646	bone	뼈 
1647	script	대본, 각본 
1648	temporary	임시의 
1649	succeed	1. 성공하다 2. ~의 뒤를 잇다 
1650	insight	통찰력, 간파력 
1651	interpretation	1. 해석, 이해 2. 통역 
1652	tube	관, 튜브 
1653	interface	1. 인터페이스 2. 접속기, 접점 3. 접속하다, 접하다 
1654	manner	1. 방식 2. 예의 
1655	deny	부정/부인하다, 거절하다 
1656	really	정말, 매우 
1657	business	사업, 기업 
1658	organization	조직, 기관 
1659	strange	이상한, 익숙지 못한 
1660	external	1. 외부의 2. 외관의, 피상적인 
1661	guard	1. 경계하다, 보호하다 2. 경비원, 보초 
1662	lady	여성, 귀부인 
1663	yard	마당, 운동장 
1664	rear	1. 뒤, 배후 2. 양육하다 
1665	plug	1. 막다 2. 마개 3. 플러그 
1666	reply	대답(하다), 답장(하다) 
1667	decorate	꾸미다, 장식하다 
1668	tea	차 
1669	inspection	정밀 검사, 점검 
1670	flash	빛나다, 번득임, 섬광 
1671	brief	1. 짧은, 단시간의 2. 보고하다 
1672	portion	부분, 몫 
1673	noise	소음 
1674	alcohol	술, 알코올 
1675	rain	비(가 오다) 
1676	premium	1. 고품질, 고급 2. 보험료 
1677	grand	1. 웅장한, 장엄한 2. 1000$ 
1678	perspective	관점, 시각 
1679	objective	1. 객관적인 2. 목표(의) 
1680	tune	1. 곡, 노래 2. 조율하다 
1681	climb	오르다, 등반하다 
1682	sorry	유감스러운, 미안한 
1683	context	1. (어떤 일의) 정황 2. 문맥 
1684	psychology	심리학 
1685	edition	판, 부수 
1686	branch	1. 나뭇가지 2. 지점 3. 가지를 내다 
1687	scan	1. 자세히 조사하다, 훑어보다 2. 스캔하다 
1688	motion	움직임, 동작 
1689	horse	말 
1690	refuse	거절하다, 사절하다 
1691	village	마을, 촌락 
1692	sad	슬픈, 슬퍼하는 
1693	grandmother	할머니 
1694	domain	1. 범위, 분야 2. 영토, 영역 
1695	planet	행성, 유성 
1696	illustrate	1. 삽화를 넣다 2. 설명하다 
1697	delay	지연(시키다), 연기(하다) 
1698	supplement	보충(하다), 보완(하다) 
1699	terror	1. 공포, 두려움 2. 테러 
1700	symbol	상징, 기호 
1701	distinct	1. 뚜렷한, 독특한 2. 별개의 
1702	dose	1회분, 복용량 
1703	import	1. 수입하다 2. 수입품 
1704	hero	영웅, 주인공 
1705	rapid	1. 빠른, 급속한 2. 급류 
1706	climate	기후, 날씨 
1707	bond	1. 결속, 유대 2. 끈 3. 묶다 4. 채권 
1708	harm	1. 손해를 주다, 해치다 2. 피해 
1709	wise	현명한, 영리한 
1710	apart	떨어진, 분리된 
1711	fabric	1. 직물, 천 2. 구조, 짜임새 
1712	statistics	통계학 
1713	cancel	취소하다 
1714	declare	선언하다, 공언하다 
1715	swim	헤엄치다, 수영 
1716	massive	대규모의, 육중한, 거대한 
1717	conflict	갈등, 충돌 
1718	numerous	다수의, 수많은 
1719	rough	1. 거친, 사나운 2. 함부로, 대충 
1720	draft	1. 초안(을 쓰다) 2. 선발(하다), 징병(하다) 
1721	relief	안심 
1722	index	1. 색인 2. 지표 
1723	tutor	가정교사, 강사 
1724	scheme	계획, 방법 
1725	finger	손가락 
1726	outcome	결과 
1727	counseling	상담, 카운슬링 
1728	shock	1. 충격 2. 충격을 주다 
1729	origin	기원, 태생 
1730	sudden	돌연한, 갑작스러운 
1731	vegetable	야채, 채소 
1732	attorney	대리인, 변호사 
1733	iron	철, 쇠 
1734	sentence	1. 문장 2. 결정, 판결(을 내리다) 
1735	circumstance	상황, 처지, 환경 
1736	steal	훔치다, 도둑질하다 
1737	holy	신성한, 거룩한 
1738	excess	과도, 과다, 과잉 
1739	quiet	1. 조용한 2. 달래다 
1740	delete	삭제하다, 지우다 
1741	murder	살인(하다) 
1742	sufficient	충분한 
1743	deck	1. 갑판 2. 층 3. 꾸미다, 단장하다 
1744	bible	성서, 성경책 
1745	hurt	상처(를 입히다), 부상(을 입히다) 
1746	consequence	결과, 결말 
1747	formal	1. 정식의, 격식 있는 2. 의례적인, 형식적인 
1748	resort	1. 휴양지 2. (최종 대안으로) 선택하고 의지하다 
1749	random	무작위의, 임의의 
1750	incorporate	합병하다, 통합하다, 포함하다 
1751	permanent	영구적인, 영속하는 
1752	instant	즉시, 즉각적인 
1753	pin	(옷이나 머리를 고정하는 용도의) 핀 
1754	skinny	마른 
1755	meat	(식용의) 고기 
1756	decrease	감소하다, 저하하다 
1757	grab	잡다, 쥐다 
1758	dish	1. 접시 2. 요리 
1759	apartment	아파트 
1760	accomplish	완수하다, 성취하다 
1761	password	암호, 비밀번호 
1762	navigate	조정하다, 길을 찾다 
1763	trigger	1. 방아쇠 2. 촉발하다, 유발하다 
1764	summary	요약 
1765	beer	맥주 
1766	tear	1. 눈물 2. 찢다 
1767	precise	정확한, 세심한 
1768	thin	얇은, 가는 
1769	destination	목적지 
1770	ally	1. 동맹국 2. 동맹하다 
1771	wing	날개 
1772	legend	전설 
1773	mouth	입 
1774	butter	1. 버터(를 바르다) 2. 아첨하다 
1775	auto	자동차 
1776	crazy	미친, 흥분해 있는 
1777	sand	모래 
1778	verify	검증하다, 확인하다 
1779	yellow	황색의, 노란 
1780	depression	우울증 
1781	sharp	날카로운, 뾰족한 
1782	complaint	불만, 투덜거림 
1783	attribute	1. 속성, 특질 2. ~에 돌리다, ~탓으로 돌리다 
1784	valley	골짜기, 계곡 
1785	pardon	1. 사면(하다), 용서(하다) 2. (실수를 했을 때)실례지만, 죄송합니다 
1786	prospect	전망, 가능성 
1787	prize	상, 경품 
1788	crash	충돌하다, 붕괴하다 
1789	emphasis	강조, 강세 
1790	prince	왕자, 군주 
1791	preserve	보존하다, 유지하다 
1792	decline	1. 쇠퇴(하다), 감소(하다) 2. 거절하다 
1793	ignore	무시하다 
1794	enroll	등록하다 
1795	victory	승리 
1796	pot	단지, 항아리 
1797	spell	철자를 말하다, 쓰다, 스펠링 
1798	plane	1. 비행기 2. 단면, 평면 
1799	brush	1. 붓 , 솔 2. 빗다 
1800	split	분할하다, 분열시키다 
1801	escape	달아나다, 탈출하다, 도피하다 
1802	exam	시험 
1803	ancient	고대의, 옛날의 
1804	revolution	혁명, 격변 
1805	tooth	이, 치아 
1806	journal	신문, 학술지 
1807	enterprise	사업, 기업 
1808	assure	1. 확신을 주다, 안심을 주다 2. 보장하다 
1809	insert	삽입하다, 끼워 넣다 
1810	medication	약물 
1811	cruise	1. 크루즈 2. 유람선 
1812	wake	1. 깨우다 2. 일어나다 
1813	speech	1. 연설 2. 말, 언어 
1814	routine	1. 일상적인, 규칙적으로 하는 일 2. 일과 
1815	tape	1. 테이프 2. 녹화된 영상 
1816	arrest	1. 체포하다, 붙들다 2. 저지하다 
1817	complicated	복잡한, 뒤얽힌 
1818	witness	1. 목격자 2. 목격하다 3. 증언 
1819	sky	하늘 
1820	landscape	1. 경관, 풍경 2. 풍경화 
1821	folk	1. 민속의 2. 일반적인 사람들, 민족 
1822	discipline	1. 훈련(하다) 2. 훈계하다 3. 학문 분야 
1823	border	1. 국경 2. 가장자리, 경계 
1824	pocket	주머니 
1825	architecture	건축학, 설계 
1826	shoulder	어깨 
1827	deposit	1. 보증금 2. (돈을) 맡기다, 예금하다, 넣다 
1828	giant	거인 
1829	ocean	바다, 대양 
1830	soil	1. 흙, 땅 2. 더럽히다 
1831	template	1. 템플릿, 샘플, 본 뜨는 공구 2. 디자인 서식 
1832	sin	1. 죄 2. 죄를 짓다 
1833	nerve	1. 신경, 긴장 2. 신경, 뉴런 
1834	carbon	탄소 
1835	violation	위배, 침해 
1836	smell	1. 냄새(를 맡다) 2. 후각 
1837	philosophy	철학, 원리 
1838	tap	(가볍게) 치다, 두드리다 
1839	liquid	액체, 수분 
1840	charity	자선 단체, 자선 행위 
1841	ease	1. 쉬움, 편의성 2. 완화하다, 안심시키다 
1842	hell	지옥 
1843	odd	1. 기이한, 특이한 2. 홀수의 
1844	supervisor	감독관, 관리자 
1845	reverse	1. 뒤바꾸다, 역행하다 2. 반대, 배후 
1846	suspension	1. 정직, 정학 2. 정지 
1847	faculty	1. 교수단, 교직원 2. 능력, 재능 
1848	strip	1. 옷을 벗다 2. 박탈하다 
1849	debate	토론(하다), 논쟁(하다) 
1850	ear	귀 
1851	afternoon	오후 
1852	liability	책임, 의무 
1853	chip	1. 깨진 흔적 2. 조각 
1854	luxury	1. 사치스러운, 고급의 2. 사치품 
1855	wealth	재력, 부 
1856	solar	태양의 
1857	lend	빌려주다 
1858	brown	갈색 
1859	logic	논리 
1860	flame	1. 불길 2. 정열 
1861	sequence	순서, 차례 
1862	optimize	최적화하다 
1863	laugh	1. 웃음 2. 웃다 
1864	interior	실내, 내부 
1865	shut	닫다, 잠그다 
1866	clip	1. 자르다, 다듬다 2. 동영상, 클립 2. 핀 
1867	prescription	처방전 
1868	peak	1. 절정, 정점 2. (산) 꼭대기 
1869	tiny	아주 작은, 미세한 
1870	congress	의회 
1871	gap	갈라진 틈, 간격 
1872	export	1. 수출하다 2. 수출품 
1873	novel	1. 새로운, 신기한 2. 소설 
1874	crew	승무원, 선원 
1875	affiliate	제휴하다, 관계시키다 
1876	beside	1.옆에, 곁에 2. 비교하여 
1877	lunch	점심 
1878	storm	폭풍우, 큰비 
1879	disclosure	폭로, 노출 
1880	contest	1. 경쟁, 경기 2. 싸우다, 겨루다 
1881	bound	1.~의 의무가 있는 2. 묶인, 얽매인 3. ~로 가는 길인, 반드시 하게 될 4. 뛰다, 튀다 
1882	pad	패드(를 덧대다) 
1883	proof	증명, 증거 
1884	bonus	보너스, 상여금 
1885	perceive	인식하다, 지각하다 
1886	glad	1. 기쁜 2. 반가운 3. 기꺼이 ~를 하려는 
1887	literally	(말)그대로, 정말로, 실제로 
1888	consciousness	1. 의식 2. 인식, 생각 
1889	empty	1. 비어 있는 2. 공허한 3. ~이 없는 
1890	prompt	1. 즉각적인 2. 신속한 3. 촉구하다 
1891	loose	1. 느슨해진, 풀린, 헐렁한 2. ~을 마구 늘어놓다 
1892	passenger	승객, 탑승객 
1893	crack	1.금, 균열, 틈 2. 갈라지다, 깨지다 3. 해결하다 
1894	province	1. 지방, 주(州) 2. 분야 
1895	official	1. 공식적인 2. 관계자 3. 심판 
1896	stain	1. 얼룩, 때 2. 오점 3. 더러워지다, 더럽히다 
1897	mighty	막강한, 거대한 
1898	snow	눈(이 내리다) 
1899	enlist	입대(하다) 
1900	shade	1. 그림자, 그늘 2. 색조 3. 빛 가리개 
1901	ideal	이상적인 
1902	sole	1. 유일한, 단독의 2. 바닥, 밑창 
1903	physician	(내과)의사 
1904	rose	1. 장미 2. 올랐다 
1905	organ	몸 속의 장기 
1906	sick	1. 아픈 2. 멀미가 나는, 신물나는, 역겨운 
1907	ratio	비율 
1908	circuit	1. (전기)회로 2. 순환, 순회 
1909	juice	1. 주스, 즙(을 내다) 2. 육즙 3. (위)액 
1910	infrastructure	인프라, 공공 기반 시설 
1911	factory	공장 
1912	breed	1.육성하다, 사육하다 2. 새끼를 낳다 3. 품종, 유형 
1913	neither	1. 어느 것도 아니다 2. ~도 아니고 ~도 아니다 
1914	dirt	1. 먼지 2. 흙 3. 추문 
1915	veteran	1. 베테랑, 전문가 2. 퇴역 군인, 재향 군인, 참전 용사 
1916	flag	1. 깃발, 국기 2. 표시를 하다 3. 지치다, 약해지다 
1917	raw	1. 날것의, 안 익힌 2. 원자재의, 다듬어지지 않은 3. 노골적인 
1918	bless	1. 축복하다 2. 기도하다 3. 세상에, 맙소사 
1919	pipe	1. 관, 배관 2. 파이프 3. 관으로 수송하다 
1920	tournament	토너먼트, 경기, 시합 
1921	eyebrow	눈썹 
1922	belong	1. ~의 것이다 2. 속하다, 알맞은 위치에 있다 3. 소속감을 느끼다 
1923	contrast	1. 대조(하다), 차이(를 보이다) 2. 명암 
1924	hike	1. 도보 여행, 하이킹(을 가다) 2. 급등 3. 대폭 인상하다 
1925	spectacular	1. 장관의, 극적인 2. 화려한 공연 
1926	mystery	1. 수수께끼, 미스터리 2. 신비, 불가사의 3. 추리 소설 
1927	vital	1. 필수적인, 중요한 2. 생명의 3. 활력이 넘치는 
1928	loop	1. 고리 2. 순환 3. 회로 
1929	negotiation	협상, 협의, 교섭 
1930	evil	1. 사악한, 악마의, 악랄한 2. 악, 폐해 
1931	smile	웃다, 미소(짓다) 
1932	literature	1. 문학 2. 문헌 
1933	mess	1. 엉망 2. 지저분한 사람, 문제가 있는 사람 3. 엉망으로 만들다 
1934	advocate	1. 지지자, 옹호자 2. 지지하다, 옹호하다 3. 변호사, 대변자 
1935	urge	1. 촉구하다, 요구하다 2. 재촉하다 3. 강한 욕구, 충동 
1936	sigh	한숨짓다, 탄식하다 
1937	delicious	맛있는, 먹음직스러운 
1938	obligation	1. 의무 2. 채무 
1939	seldom	1. 거의 ~하지 않는 2. 아주 가끔 
1940	aside	1. 제쳐두고, 제외하고 2. 한쪽으로 3. 따로 4. 여담 
1941	disappointed	실망한, 실의에 잠긴, 낙담한 
1942	screw	1. 나사, 못 2. 돌려서 고정시키다, 조이다 
1943	mortgage	1. 주택 담보 대출, 융자 2. 저당 잡히다 
1944	remarkable	놀라운, 주목할 만한, 대단한 
1945	rotate	1. 회전하다 2. 교대로 하다 
1946	bid	1. 입찰(하다) 2. 가격을 제시하다 3. 유치하다 
1947	amendment	1. 개정, 수정 2. 미국 헌법 수정 조항, 개정안 
1948	queen	여왕, 왕비, 왕후 
1949	archive	1. 아카이브, 기록 보관소 2. 파일을 보관하다 
1950	marine	1. 해양의, 해상의 2. 해병대 
1951	yesterday	어제(의), 과거 
1952	texture	1. 감촉, 질감 2. 직물 
1953	respectively	각각, 각기 
1954	curve	1. 곡선, 커브 2. 커브볼 3. 곡선으로 나아가다 
1955	reputation	평판, 명성, 신용 
1956	tab	1. 계산서, 비용 2. 색인표 3. 일컫다, 묘사하다 4. 탭 키 
1957	breakfast	아침 식사, 조식 
1958	stun	1. 큰 감동을 받다 2. 놀라게 하다 3. 기절시키다 
1959	compression	1. 압축 2. 요약 
1960	spin	1. 회전(하다), 돌다 2. 질주하다 3. 의견 
1961	scary	무서운, 공포스러운 
1962	shine	1. 반짝이다, 환하다 2. 비추다 3. 윤기, 광택 
1963	shadow	1. 그림자 2. 어둠, 그늘 3. 일말의 4. 배우기 위해 함께하다 
1964	compatible	1. 호환이 되는 2. 양립 가능한 3. 화합할 수 있는 
1965	aircraft	항공기 
1966	cheese	치즈 
